tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
209741,Italian American Day,1,1,,,,delete,
209742,Festa Italiana,1,1,,,,delete,
209743,Student Leaders,2,1,Education,keyword_match,medium,merge_to_canonical,7001.0
209747,Highway Worker Safety,4,0,Transportation,keyword_match,medium,merge_to_canonical,7656.0
209748,Jake's Law,1,0,,,,delete,
209784,2024 Women of Distinction,8,4,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
209950,Ballot Harvesting,1,0,Elections,keyword_match,medium,merge_to_canonical,7011.0
209956,University of Albany,1,2,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
209990,Express Bus,1,0,,,,delete,
210029,pediatrics,1,0,,,,delete,
210033,graveyard,0,0,,,,delete,
210205,PS22Q,1,0,,,,delete,
210206,Safe street,1,3,,,,delete,
210209,New York State Office for the Aging,1,3,Seniors,keyword_match,medium,merge_to_canonical,7546.0
210210,Schools; Education; NYSED,2,3,Education,semicolon_first_term_seed,high,merge_to_canonical,7001.0
210212,2024 Woman of Distinction,4,3,,,,delete,
210213,Honoree,1,1,,,,delete,
210215,local community and economic development,1,2,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
210236,Sovereign debt,2,1,,,,delete,
210237,champerty,1,0,,,,delete,
210241,Greenfield,1,0,,,,delete,
210302,Robbie Garrison,1,0,,,,delete,
210303,Local Tax Savings,2,1,Taxes,keyword_match,medium,merge_to_canonical,7626.0
210306,HIA-LI,1,0,,,,delete,
210326,Boilermaker Road Race; Economic Development; Local Business,1,0,,,,delete,
210337,Italian-American,2,1,,,,delete,
210338,WFAN’s Gregg,1,0,,,,delete,
210339,Senator George Borrello,1,0,,,,delete,
210354,Deer Park,14,1,,,,delete,
210358,Memorial Day 2024,2,1,,,,delete,
210360,Suffolk County Water Restoration Act,2,1,,,,delete,
210361,Ground and Drinking Water Protection,3,3,Clean Water,keyword_match,medium,merge_to_canonical,9026.0
210418,2024 Veterans Hall of Fame,11,1,Veterans,keyword_match,medium,merge_to_canonical,7691.0
210420,John Jay High School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
210432,Teacher Appreciation Day,1,0,,,,delete,
210489,First Reponders,1,0,,,,delete,
210506,Fire and Ambulance Volunteer Income Tax Credit,3,3,Taxes,keyword_match,medium,merge_to_canonical,7626.0
210507,Volunteer Recruitment,5,1,,,,delete,
210519,Bridge Fencing,1,0,,,,delete,
210546,Revenge Porn Law,6,2,,,,delete,
210547,Exploitation,2,1,,,,delete,
210574,Cyber extortion,1,2,,,,delete,
210576,LED Lighting,1,0,,,,delete,
210580,Brooks Hospital,1,0,Health Care,keyword_match,medium,merge_to_canonical,7166.0
210581,Chautauqua County,1,0,,,,delete,
210625,Teacher and Principal Evaluation,1,2,,,,delete,
210643,Flushing BAPS,1,0,,,,delete,
210644,Assembly Member Rozic,3,0,,,,delete,
210646,High School Theater and Performing Arts,2,2,Education,keyword_match,medium,merge_to_canonical,7001.0
210647,Award Ceremony,3,0,,,,delete,
210649,Crisis Services,1,3,,,,delete,
210663,Cortlandt Waterfront Park,1,0,,,,delete,
210664,Town of Milton,3,0,,,,delete,
210665,PS133Q,1,1,,,,delete,
210666,Reading Garden,1,0,,,,delete,
210668,Scouting,2,0,,,,delete,
210669,Funding for Anti-Vaping Programs,2,0,,,,delete,
210670,Farming; Agriculture; 4-H; FFA,1,3,Agriculture,semicolon_first_term_keyword,medium,merge_to_canonical,6716.0
210672,Wright Brothers Award,1,0,,,,delete,
210673,United States Air Force Academy,1,0,,,,delete,
210674,ASK Day,2,0,,,,delete,
210743,veterans honored,0,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
210745,Law Enforcment Agency Grants,3,0,,,,delete,
210746,Violent Crime Reduction,4,1,Crime,keyword_match,medium,merge_to_canonical,6926.0
210747,TLC-Lakeshore,1,0,,,,delete,
210748,Green roof,1,0,,,,delete,
210752,summer youth programs,2,0,Children,keyword_match,medium,merge_to_canonical,6816.0
210754,COVID response,1,0,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
210755,community affairs,1,1,,,,delete,
210756,Youth Workforce Training,1,2,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
210758,Teen Driver Safety,1,1,,,,delete,
210759,political violence,2,0,,,,delete,
210761,Donuts,2,1,,,,delete,
210763,Mount Kisco Fire Department,1,0,,,,delete,
210770,Mental Health and Substance Use Disorder,2,7,Health Care,keyword_match,medium,merge_to_canonical,7166.0
210771,Girls Sports,4,0,,,,delete,
210772,Affordability; high taxes; state spending,23,18,Affordability,semicolon_first_term_seed,high,merge_to_canonical,9076.0
210773,Critical Need for Blood Donations,2,0,,,,delete,
210798,Rural Suicide Prevention Council,4,1,Mental Health,keyword_match,medium,merge_to_canonical,7346.0
210800,2024 Senate Veterans Hall of Fame,2,1,Veterans,keyword_match,medium,merge_to_canonical,7691.0
210801,Camp Smith,2,0,,,,delete,
210802,Persons with Disabilities Tax Exemption,2,1,Taxes,keyword_match,medium,merge_to_canonical,7626.0
210803,American with Disabilities Act,1,5,Disability Rights,keyword_match,medium,merge_to_canonical,75029.0
210804,United States Green Building Council - Long Island Chapter,1,0,,,,delete,
210807,New York State Senate's Empire Award,2,0,,,,delete,
210808,Small Business Recognition,5,0,Small Business,keyword_match,medium,merge_to_canonical,7561.0
210809,MWBE Certified Business,2,0,Minority & Women-Owned Business,keyword_match,medium,merge_to_canonical,
210814,Lincoln Sq. Neighborhood Center,2,0,,,,delete,
210815,Adult Resource Fair,1,3,,,,delete,
210816,Older adult resource fair,1,0,,,,delete,
210817,Family Service Society,1,1,,,,delete,
210818,COVID-19 pandemic response review,1,0,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
210819,Senior citizen resource health fair,0,0,Health Care,keyword_match,medium,merge_to_canonical,7166.0
210820,55+,2,4,,,,delete,
210821,55+ Senior Resource Fair,1,2,,,,delete,
210823,CDPAP,32,11,,,,delete,
210826,Emergency Broadcasting,1,0,,,,delete,
210829,School Supply Distribution,2,1,Education,keyword_match,medium,merge_to_canonical,7001.0
210830,flashing flooding; natural disasters; response and recovery,1,0,Environment,semicolon_first_term_keyword,medium,merge_to_canonical,7036.0
210831,Community Fun Day,1,0,,,,delete,
210832,Affordable Energy,41,16,Energy,keyword_match,medium,merge_to_canonical,7026.0
210834,concealment of identity,1,1,,,,delete,
210877,Civil Service; Village of Canastota,1,0,Civil Service & Pensions,semicolon_first_term_keyword,medium,merge_to_canonical,
210878,Shed,0,0,,,,delete,
210879,New York State Grant Funding,6,1,,,,delete,
210880,Funding for the Arts,3,3,Arts & Culture,keyword_match,medium,merge_to_canonical,80871.0
210881,Cultural Programs,2,0,Arts & Culture,keyword_match,medium,merge_to_canonical,80871.0
210882,Community Services Block Grant Program,2,0,,,,delete,
210883,residency requirements,1,0,,,,delete,
210884,Community Health Resource Fair,7,0,Health Care,keyword_match,medium,merge_to_canonical,7166.0
210886,Paper Sporting Licenses,1,0,,,,delete,
210888,Fighting Hunger,7,5,Nutrition,keyword_match,medium,merge_to_canonical,7411.0
210889,Giving Back to the Community,3,0,,,,delete,
210892,Sagitkos State Parkway,2,1,,,,delete,
210900,Union Strike,2,2,Labor,keyword_match,medium,merge_to_canonical,7286.0
210901,Women's Equality Day,1,1,Women's Rights,keyword_match,medium,merge_to_canonical,9128.0
210902,9/11 Notice Act,1,1,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
210906,Infrastructure Upgrades,1,0,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
210907,Tropical Storm Debby,1,1,,,,delete,
210908,Environmental Stewardship,4,1,Environment,keyword_match,medium,merge_to_canonical,7036.0
210909,Suffolk County Environmental Protection,2,1,Environment,keyword_match,medium,merge_to_canonical,7036.0
210910,Environmental Leadership Award,2,0,Environment,keyword_match,medium,merge_to_canonical,7036.0
210930,Long Island Flash Flooding,2,0,Environment,keyword_match,medium,merge_to_canonical,7036.0
210931,Homes and Community Renewal program,2,1,,,,delete,
210932,August 18-19 Storms,2,0,,,,delete,
210936,Fire House,1,0,,,,delete,
210937,Mural,1,0,,,,delete,
210939,Education Initiative,1,2,Education,keyword_match,medium,merge_to_canonical,7001.0
210940,Mayor Adams,1,1,,,,delete,
210941,FBI,1,1,,,,delete,
210943,Unique Abilities,1,0,,,,delete,
210944,Babylon Public Library,2,1,Libraries,keyword_match,medium,merge_to_canonical,8131.0
210945,Deer Park Public Library,2,0,Libraries,keyword_match,medium,merge_to_canonical,8131.0
210946,West Babylon Public Library,2,0,Libraries,keyword_match,medium,merge_to_canonical,8131.0
210947,West Islip Public Library,2,0,Libraries,keyword_match,medium,merge_to_canonical,8131.0
210948,Gates Fire District,1,0,,,,delete,
210949,Prisons; Corrections Officers; DOCCS;,10,12,Criminal Justice Reform,semicolon_first_term_keyword,medium,merge_to_canonical,8546.0
210952,Start-up Businesses,2,1,,,,delete,
210953,New York State Main Street Capital Loan Fund,2,0,,,,delete,
210957,Rochester Celebration,1,0,,,,delete,
210963,Advanced Clean Trucking Regulations,4,0,,,,delete,
210964,Fire and Ambulance Volunteer Property Tax Credit,2,0,Taxes,keyword_match,medium,merge_to_canonical,7626.0
210968,Protections for Domestic Violence Victims,2,3,Domestic Violence,keyword_match,medium,merge_to_canonical,6971.0
210969,Intimate Partner Abuse,2,3,,,,delete,
210970,Enhancing Protections,2,0,,,,delete,
210975,Ground Lease,1,0,,,,delete,
210979,povert,0,1,,,,delete,
210981,Central Islip,11,1,,,,delete,
210983,Veterans; Property Tax; Military,1,1,Veterans,semicolon_first_term_seed,high,merge_to_canonical,7691.0
210985,New York State Veterans,1,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
210986,Veterans Healthcare,2,1,Health Care,keyword_match,medium,merge_to_canonical,7166.0
210987,Advanced Clean Truck Regulations,1,1,,,,delete,
210989,Assemblymember Rozic,1,0,,,,delete,
210992,Elections; voting,3,2,Elections,semicolon_first_term_seed,high,merge_to_canonical,7011.0
210993,Economic Development & Small Business,1,1,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
210994,Budget & Revenues,0,0,Budget,keyword_match,medium,merge_to_canonical,6786.0
210999,Long Island Commuters,2,0,,,,delete,
211005,voting policies,1,0,Voting Rights,keyword_match,medium,merge_to_canonical,9001.0
211006,Pediatric Cancer,1,0,Health Care,keyword_match,medium,merge_to_canonical,7166.0
211008,NYSED Regionalization,6,1,,,,delete,
211009,Long Island Schools,1,2,Education,keyword_match,medium,merge_to_canonical,7001.0
211010,Long Island Taxpayers,1,1,Budget,keyword_match,medium,merge_to_canonical,6786.0
211011,Long Island Jobs,1,1,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
211012,State Tourism Grant,1,0,State Parks & Recreation,keyword_match,medium,merge_to_canonical,
211013,Adventureland,1,3,,,,delete,
211015,Long Island School Districts,4,1,Education,keyword_match,medium,merge_to_canonical,7001.0
211016,Mandates; Homeownership; Affordability; New York State Fire Prevention and Building Code Council,1,0,,,,delete,
211019,Rockefeller Institute,1,0,,,,delete,
211022,Sewer Expansion,2,0,,,,delete,
211023,Community Redevelopment,3,0,,,,delete,
211024,New York State Downtown Revitalization Initiative,2,0,,,,delete,
211025,Galway,4,0,,,,delete,
211026,Ambulance Squad Members,2,0,,,,delete,
211027,Request a Meeting,4,0,,,,delete,
211030,New York State Energy Research and Development Authority,1,3,Energy,keyword_match,medium,merge_to_canonical,7026.0
211031,2025 Legislative Session,81,18,,,,delete,
211032,Inflation; Cost Of Living; Affordability; Taxes,2,2,,,,delete,
211034,Cell Phones For Soldiers; Military; Calling Cards; Veterans,1,0,,,,delete,
211037,Niskayuna,2,0,,,,delete,
211038,tax relief; mandate relief; regulatory reform,2,1,Taxes,semicolon_first_term_keyword,medium,merge_to_canonical,7626.0
211039,Assemblywoman Mary Beth Walsh,1,0,,,,delete,
211040,Schuylerville,3,0,,,,delete,
211064,Champion Taekwondo,1,0,,,,delete,
211065,Operation CR,1,0,,,,delete,
211066,Queens YWCA,1,0,,,,delete,
211068,End of year,1,0,,,,delete,
211069,Year of Snake,1,0,,,,delete,
211386,Knickerbocker Greys,1,0,,,,delete,
211408,book drive,1,1,,,,delete,
211438,Zero-emissions school buses,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
211573,New York State Energy Plan,2,4,Energy,keyword_match,medium,merge_to_canonical,7026.0
212341,State Sen. Pete Harckham,2,0,,,,delete,
212417,Universal School Meals Act,2,1,Education,keyword_match,medium,merge_to_canonical,7001.0
212471,2025 Legislative Agenda,7,16,,,,delete,
212472,Protecting Children and Enhancing Public Safety,3,1,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
212718,Liberate New York,4,1,,,,delete,
212930,State of the State Address,3,1,,,,delete,
212940,2025 State of the State,12,9,,,,delete,
213072,Staff announcements,1,0,,,,delete,
213073,Temporary locations in Buffalo and Albany,1,0,,,,delete,
213355,Natural Disasters,3,1,,,,delete,
213356,Evacuations,2,0,,,,delete,
213357,Pet Evacuation Procedures,3,0,,,,delete,
213358,Pet Friendly Sheltering Options,2,0,,,,delete,
213359,Victims of Domestic Violence,2,4,Domestic Violence,keyword_match,medium,merge_to_canonical,6971.0
213485,Public Statements,3,1,,,,delete,
213611,2025-2026 State Budget,48,23,Budget,keyword_match,medium,merge_to_canonical,6786.0
213942,Valentine's Day Drive,1,0,,,,delete,
213943,Senator Webb,1,0,,,,delete,
214310,2025-2026 State Budget; legislative hearings,7,11,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
214339,Year of the Snake,1,0,,,,delete,
214340,Flushing High School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
214407,District 52,1,0,,,,delete,
214750,Brooklyn Technical High School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
214911,DOROTHY CHIN BRANDT,1,0,,,,delete,
214912,the first Asian American woman judge,1,0,,,,delete,
214942,NOPV,1,0,,,,delete,
215070,Mount Kisco,2,0,,,,delete,
215121,Bail and Discovery reform,2,2,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
215192,Hydropower,1,0,,,,delete,
215193,Niagara Power Project,1,0,,,,delete,
215204,Committee Announcement,1,0,,,,delete,
215668,Reproductive Freedom,7,1,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
215688,American Red Cross in New York State,2,3,,,,delete,
215689,Legislator of the Year Award,2,0,,,,delete,
215690,Support for Disaster Victims,2,0,,,,delete,
215691,Blood Donation and CPR Training Programs,2,1,,,,delete,
215788,Energy and Telecommunication,1,1,Energy,keyword_match,medium,merge_to_canonical,7026.0
215804,Constituent Services Request,1,0,,,,delete,
215819,Black Dolls,1,0,,,,delete,
215820,Gamechangers,1,0,,,,delete,
215851,North Country,1,0,,,,delete,
215981,LIRP,1,0,,,,delete,
215991,Trans healthcare,3,4,Health Care,keyword_match,medium,merge_to_canonical,7166.0
215992,NYU Langone,2,0,,,,delete,
215993,Economic Development Funding,2,1,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
215994,New York State Regional Economic Development Council,2,1,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
215995,2025-26 Budget; legislative hearings,2,7,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
216016,trans youth,2,2,Children,keyword_match,medium,merge_to_canonical,6816.0
216054,New York Power Authority,2,0,,,,delete,
216341,Municipal Clerks,2,1,Local Government,keyword_match,medium,merge_to_canonical,7326.0
216445,Senior Citizen Appreciation,2,1,,,,delete,
216779,CHIPS Funding,4,0,,,,delete,
216852,Housing Equality,1,3,Housing,keyword_match,medium,merge_to_canonical,7201.0
216853,NYCEM,1,0,,,,delete,
216854,Aging (6711,1,2,Seniors,keyword_match,medium,merge_to_canonical,7546.0
216915,Alcoholism and Substance Use Disorder,1,3,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
216984,Mortgage Recording Tax,1,0,Taxes,keyword_match,medium,merge_to_canonical,7626.0
216985,Home Affordability,1,1,Affordability,keyword_match,medium,merge_to_canonical,9076.0
216986,First-Time Homebuyers,2,1,,,,delete,
216987,New York State Senate Leadership,2,1,,,,delete,
216988,Liaison to the Executive Branch,2,1,,,,delete,
217180,Prisons; Corrections Officers; DOCCS; HALT Act,16,12,Criminal Justice Reform,semicolon_first_term_keyword,medium,merge_to_canonical,8546.0
217260,CLCPA Mandates,15,0,Climate Change,keyword_match,medium,merge_to_canonical,6841.0
217261,Energy Ban,1,1,Energy,keyword_match,medium,merge_to_canonical,7026.0
217262,Inaugural Intergovernmental,1,0,,,,delete,
217357,Extreme Winter Recovery; Winter Storm; Snow & Ice; Building Collapse; Public Safety,2,1,,,,delete,
217405,Community Benefits Agreement,1,0,,,,delete,
217447,2025 Women of Distinction,53,4,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
217522,2025 Veterans Hall of Fame,12,2,Veterans,keyword_match,medium,merge_to_canonical,7691.0
217589,Climate Resilience,7,5,,,,delete,
217590,Resiliency; Storms; New York State;,1,1,,,,delete,
217740,Wage Theft,2,0,,,,delete,
217904,Temporary Disability Insurance,1,1,Insurance,keyword_match,medium,merge_to_canonical,7236.0
217971,Uber/Lyft,1,0,,,,delete,
217972,AG James,1,1,,,,delete,
217973,Settlement,1,1,,,,delete,
217974,NYTWA,1,0,,,,delete,
218168,Prison crisis; local roads and bridges,1,1,Criminal Justice Reform,semicolon_first_term_keyword,medium,merge_to_canonical,8546.0
218263,illegal immigration; border crisis,1,3,Immigration,semicolon_first_term_keyword,medium,merge_to_canonical,7221.0
218268,Small Business Tax Credits,1,0,Small Business,keyword_match,medium,merge_to_canonical,7561.0
218269,Supporting Local Journalism,1,0,,,,delete,
218270,Save Community Journalism,1,0,,,,delete,
218328,2025 Senate One-House Budget Resolution,4,5,Budget,keyword_match,medium,merge_to_canonical,6786.0
218369,Stony Point,3,0,,,,delete,
218407,ACT Rule,1,2,,,,delete,
218426,Mahmoud Khalil,1,0,,,,delete,
218639,nyu lango,0,0,,,,delete,
218715,Affordable Waste Reduction Act,2,4,,,,delete,
218716,Trash Reduction,1,1,,,,delete,
218717,protecting consumers,1,0,,,,delete,
218718,investment in recycling infrastructure,1,1,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
218721,US DOE,1,0,,,,delete,
218722,Community Baby Shower,2,0,,,,delete,
218723,SUNY Upstate,1,0,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
218766,Katonah-Lewisboro School District,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
218844,Financial Control Board,9,0,,,,delete,
219060,Clean Natural Gas,3,2,Energy,keyword_match,medium,merge_to_canonical,7026.0
219132,DEP,1,0,,,,delete,
219133,Water Board,1,0,,,,delete,
219191,Elephant Hotel,1,0,,,,delete,
219199,NYC Abortion Guide,1,0,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
219238,100-Year Anniversary,1,5,,,,delete,
219239,Merriweather Family,1,0,,,,delete,
219346,Assembly Majority,4,1,,,,delete,
219368,Medicaid Cuts,2,2,Medicaid,keyword_match,medium,merge_to_canonical,7331.0
219369,ICE Raids,2,2,,,,delete,
219370,Robert F. Kennedy Jr.,1,0,,,,delete,
219371,Morris Heights,1,0,,,,delete,
219372,PPL,4,2,,,,delete,
219381,American Heart Association,2,1,,,,delete,
219422,robert brooks,1,0,,,,delete,
219423,Halt Act,4,2,,,,delete,
219513,2025-26 Budget; schools,2,5,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
219514,2025-26 Budget; infrastructure,1,6,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
219520,Paper Shredding Event,10,1,,,,delete,
219526,Lieutenant Governor; Good Government Reform,1,0,,,,delete,
219527,HOLOCAUST SURVIVOR,1,0,,,,delete,
219528,Kindertransport,1,0,,,,delete,
219561,Firefighter and EMS Additional Protection,1,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
219562,Class Size Law,2,0,,,,delete,
219563,Teacher,2,0,,,,delete,
219573,United Auto Workers (UAW),1,1,,,,delete,
219574,Criminal Justice; Public Safety; Parole,2,3,Criminal Justice Reform,semicolon_first_term_seed,high,merge_to_canonical,8546.0
219587,Housing Resources,1,2,Housing,keyword_match,medium,merge_to_canonical,7201.0
219591,involuntary commitment,2,0,,,,delete,
219623,Long Island Motor Parkway,1,0,,,,delete,
219624,Trade Unions,3,0,,,,delete,
219761,Jazz Appreciation Month,2,0,,,,delete,
219798,Town of Kent,3,0,,,,delete,
219799,Police Vehicles,1,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
219823,New York Wines,1,0,,,,delete,
219938,Community Board 10,1,0,,,,delete,
219939,Happy Easter,2,0,,,,delete,
220066,Townsend Harris High School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
220067,Assemblymember Nily Rozic,1,0,,,,delete,
220121,City of Dunkirk,6,0,,,,delete,
220129,Intimate Images,2,0,,,,delete,
220130,Victim Coercion,2,0,,,,delete,
220149,Business Appreciation Day,1,0,,,,delete,
220164,5K,1,0,,,,delete,
220195,ACT Rule; CLCPA; Electric Trucks and Vehicles; EPA,1,1,,,,delete,
220202,Biosolids,2,0,,,,delete,
220247,Merwil Gutierrez,1,0,,,,delete,
220248,El Salvador,1,0,,,,delete,
220252,Dr Oz,1,0,,,,delete,
220279,Touro Law Center,2,0,,,,delete,
220280,With Liberty and Justice for All Ceremony,2,0,,,,delete,
220281,Elected Official of the Year,2,0,,,,delete,
220313,Black Women's History Month,1,1,,,,delete,
220526,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220527,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220528,Mother's Day 2025,1,0,,,,delete,
220529,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220530,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220531,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220532,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220548,National Small Business Week,3,0,Small Business,keyword_match,medium,merge_to_canonical,7561.0
220549,Bayside BID,1,0,,,,delete,
220550,Flushing BID,1,0,,,,delete,
220562,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220563,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220564,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220565,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220566,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220567,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220568,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220569,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220570,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220571,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220572,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220573,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220574,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220575,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220576,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220577,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220578,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220579,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220580,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220581,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220582,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220583,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220584,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220585,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220586,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220587,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220588,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220589,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220590,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220591,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220592,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220593,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220594,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220595,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220596,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220597,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220598,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220599,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220600,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220601,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220602,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220603,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220604,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220605,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220606,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220607,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220608,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220612,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220613,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220614,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220615,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220620,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220621,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220622,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220623,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220624,Women of Distinction,1,0,Women of Distinction,seed_exact,high,merge_to_canonical,8989.0
220625,Women of Distinction 2025,2,0,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
220628,Firehouse mural,1,0,,,,delete,
220629,bb.q Chicken USA,1,0,,,,delete,
220796,2025-26 Budget,3,8,Budget,keyword_match,medium,merge_to_canonical,6786.0
221042,Social Worker Protections,3,0,,,,delete,
221043,CSEA,1,0,,,,delete,
221044,Child Protection Services,1,1,Children,keyword_match,medium,merge_to_canonical,6816.0
221064,Malcolm X,2,0,,,,delete,
221065,Black Liberation,1,0,,,,delete,
