tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
9104,cherry blossoms,1,3,,,,delete,
91040,modified cars,2,5,,,,delete,
91041,4th of July,4,13,,,,delete,
91043,Emirati Day,2,0,,,,delete,
91044,Hofstra University,1,1,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
91045,Long Island History,1,5,,,,delete,
91046,Workforce Mental Health,1,16,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91047,Building Codes,4,20,,,,delete,
91048,NYS Codes,1,7,,,,delete,
91049,Building Inspections,1,8,,,,delete,
9105,cherry trees,1,2,,,,delete,
91052,Conservation Easement,1,5,Environment,keyword_match,medium,merge_to_canonical,7036.0
91053,Land Preservation,2,6,,,,delete,
91054,Peru,1,0,,,,delete,
91058,incarceration,5,7,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
9106,Confucius plaza,1,2,,,,delete,
9107,Entrepreneurship,28,86,,,,delete,
9108,Employment Bulletin,5,22,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
9109,Maternal Depression,12,28,,,,delete,
91091,home health care,4,10,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91092,elders,6,11,,,,delete,
91093,wages,1,7,,,,delete,
91094,gun ownership,1,51,Gun Control,keyword_match,medium,merge_to_canonical,7141.0
91095,Hospice Care,1,1,,,,delete,
91096,Capital Region and Central New York,10,8,,,,delete,
91097,Lighthouse Initiative,5,1,,,,delete,
91098,the Hudson Valley,2,17,,,,delete,
91099,and Long Island,3,19,,,,delete,
9110,Health Insurance,64,521,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91100,Western NY and the North Country,2,9,,,,delete,
91101,Opioid Settlement Fund,4,8,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
91102,Harm Reduction,3,9,,,,delete,
91103,Senator Republican Conference,1,2,,,,delete,
91104,Purdue Pharma,1,2,,,,delete,
91105,Dix Hills,1,0,,,,delete,
91106,Suffolk County Sheriff,1,3,,,,delete,
9111,Drug Prevention,25,81,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
91113,Overdose Prevention Centers,6,15,,,,delete,
91114,Rhode Island,1,0,,,,delete,
91115,Office of Temporary and Disability Assistance,1,23,Disability Rights,keyword_match,medium,merge_to_canonical,75029.0
91116,Stop Asian Hate,8,17,,,,delete,
91117,protect black women,1,7,,,,delete,
9112,Woman of Distinction,154,38,,,,delete,
91120,Racial and Religious Bias,3,23,,,,delete,
91121,BioReference,1,1,,,,delete,
91123,Office of the Deaf and Hard of Hearing,1,4,,,,delete,
91126,legislative redistricting,4,19,Elections,keyword_match,medium,merge_to_canonical,7011.0
91127,Leadership Award,1,4,,,,delete,
91128,Rural Schools Association,1,4,Education,keyword_match,medium,merge_to_canonical,7001.0
91129,and Homecare,5,21,,,,delete,
9113,Stony Brook University,13,10,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
91132,NY Barns,1,1,,,,delete,
91133,Agricultural Architecture,1,4,Arts & Culture,keyword_match,medium,merge_to_canonical,80871.0
91134,State and Congressional Districts,5,9,,,,delete,
91139,monument,1,1,,,,delete,
9114,Parks and Recreation; Environment,12,147,State Parks & Recreation,semicolon_first_term_keyword,medium,merge_to_canonical,
91140,remediation,2,2,,,,delete,
91141,cleanup,2,4,,,,delete,
91142,NY Mets,1,0,,,,delete,
91145,New York State Department of Transportation,10,20,Transportation,keyword_match,medium,merge_to_canonical,7656.0
91146,Office of Cannabis Management (OCM),11,41,Cannabis Policy,keyword_match,medium,merge_to_canonical,
91151,Browns River,2,3,,,,delete,
91152,Cuomo investigations,5,14,Ethics,keyword_match,medium,merge_to_canonical,7051.0
91153,delta variant,1,8,,,,delete,
91154,Western Bays,2,1,,,,delete,
91155,Bay Park Project,1,1,,,,delete,
91156,Woodmere Golf Club,1,0,,,,delete,
91157,Small Business of the Month,3,7,Small Business,keyword_match,medium,merge_to_canonical,7561.0
91158,Bay Park,1,1,,,,delete,
91159,Direct Support Professionals,14,23,,,,delete,
9116,construction safety,3,20,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
91160,Early Intervention,4,11,,,,delete,
91162,College Fair,1,2,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
91165,Disability Pride Month,2,16,Disability Rights,keyword_match,medium,merge_to_canonical,75029.0
91166,Excluded Workers Fund,6,9,,,,delete,
91167,Financial Relief,1,8,,,,delete,
91168,Undocumented Workers,1,3,,,,delete,
91169,Senate Commendation,1,1,,,,delete,
9117,personal needs allowance,4,8,,,,delete,
91170,Dementia Care,2,7,,,,delete,
91171,Long-Term Care,11,70,,,,delete,
91177,Elections; Voting Rights; Westchester,1,5,Elections,semicolon_first_term_seed,high,merge_to_canonical,7011.0
91179,Coram,2,0,,,,delete,
9118,nursing homes,54,165,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91180,Coram Fire Department,1,0,,,,delete,
91181,Vigil,2,0,,,,delete,
91182,Haiti,11,10,,,,delete,
91183,Improving Road Safety,5,3,,,,delete,
91184,Heroic Rescue,2,1,,,,delete,
91185,MTA Chair,2,2,MTA,keyword_match,medium,merge_to_canonical,9222.0
91186,Janno Lieber,2,0,,,,delete,
91187,Sarah Feinberg,1,0,,,,delete,
91188,protect the environment,2,8,Environment,keyword_match,medium,merge_to_canonical,7036.0
91189,Mannion,157,37,,,,delete,
9119,sustainability,26,151,,,,delete,
91190,COPS program; law enforcement; crime,1,8,,,,delete,
91194,Authorities and Commisions,4,24,,,,delete,
91195,Workforce Challenges,1,25,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
91196,overdose crisis,2,7,,,,delete,
91197,Return To Work Tax Credit,2,6,Taxes,keyword_match,medium,merge_to_canonical,7626.0
91198,special olympics,4,2,,,,delete,
91199,Attorney General Investigation on Governor Cuomo,8,8,,,,delete,
9120,Volunteers,14,49,,,,delete,
91202,Attorney General Investigation of Governor Cuomo,13,25,,,,delete,
91203,Free Fishing Weekend,0,2,,,,delete,
91204,Crematories,0,5,,,,delete,
91205,Neighborhood Improvements,1,4,,,,delete,
91206,Native American Artifact Repatriation,0,6,,,,delete,
91207,Urban and Community Forestry,0,6,,,,delete,
91208,bridge,2,3,,,,delete,
9121,Multiple Sclerosis,2,4,,,,delete,
91210,Governor Andrew Cuomo; Sexual Harassment; Lieutenant Governor,1,4,,,,delete,
91211,Kyra's Law,15,51,,,,delete,
91212,Community Leadership,5,8,,,,delete,
91213,African American History,25,108,,,,delete,
91214,Honoring Community Leader,3,4,,,,delete,
91215,Gateway Youth Outreach,1,1,Children,keyword_match,medium,merge_to_canonical,6816.0
91217,Temporary Permits,1,1,,,,delete,
9122,Prescription drugs,31,173,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
91222,COMBATING COVID-19 VACCINE MISINFORMATION,6,67,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91225,roadway repair,1,3,,,,delete,
91226,Cuomo resignation,7,9,,,,delete,
91227,Gov. Cuomo,1,1,,,,delete,
91228,Governor Cuomo's Resignation,8,4,,,,delete,
91229,Governor Hochul,33,184,,,,delete,
9123,Homeland Security and Military Affairs Meeting,7,31,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
91230,Lieutenant Governor,11,7,,,,delete,
91231,Resignation,3,3,,,,delete,
91232,Governor Kathy Hochul,34,158,,,,delete,
91233,Governor Andrew Cuomo Resignation; Kathy Hochul; Lieutenant Governor,7,24,,,,delete,
91235,Kathy Hochul,4,18,,,,delete,
91236,The Empire State,1,2,,,,delete,
91238,Power To Feed,1,1,,,,delete,
9124,Arbor Day,1,13,,,,delete,
91241,Governor Andrew Cuomo Resignation; Kathy Hochul,4,8,,,,delete,
91243,Business Webinar,1,3,,,,delete,
91244,Ryan Patrick O'Shea Foundation,1,0,,,,delete,
91246,noise,1,2,,,,delete,
91247,mayor,1,2,,,,delete,
9125,unfunded mandates,20,59,,,,delete,
91250,Opposing BDS,5,3,,,,delete,
91255,HONDA,1,0,,,,delete,
91256,Sikh American Community,4,4,,,,delete,
91259,2021 Women of Distinction,9,31,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
9126,Cold War Veterans,7,33,Veterans,keyword_match,medium,merge_to_canonical,7691.0
91261,Natural Emergencies,2,21,,,,delete,
91263,Afghanistan,4,30,,,,delete,
91267,Cannabis Workforce Initiative,0,20,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
91268,Cannabis Education Initiative,1,34,Education,keyword_match,medium,merge_to_canonical,7001.0
9127,aquatic invasive species,5,43,,,,delete,
91273,Governor's Resignation; Kathy Hochul; Andrew Cuomo,1,0,,,,delete,
91274,Death by Dealer,2,6,,,,delete,
91275,Water Damage Claims,2,2,,,,delete,
91277,india independence day,2,2,,,,delete,
91278,NoNRG,2,1,,,,delete,
91279,Power Plant,4,7,,,,delete,
9128,Women's Rights,58,634,Women's Rights,keyword_match,medium,already_canonical,9128.0
91280,Department of Veterans Affairs; Clinic; Veterans; Massena; Potsdam,1,6,Veterans,semicolon_first_term_keyword,medium,merge_to_canonical,7691.0
91286,governor,3,2,,,,delete,
91287,Excluded Worker Fund,1,3,,,,delete,
91288,COVID-19; Department of health,3,33,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
9129,Workers' Rights,28,259,Labor,keyword_match,medium,merge_to_canonical,7286.0
9130,Pension Forfeiture,12,46,,,,delete,
9131,Select Bus Service,3,8,,,,delete,
91310,COVID-19 Death Count,1,16,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
91311,Marijuana Law,1,22,Cannabis Policy,keyword_match,medium,merge_to_canonical,
9132,SBS,3,2,,,,delete,
9133,NYPD,79,458,First Responders,keyword_match,medium,merge_to_canonical,8930.0
9134,graffiti,7,6,,,,delete,
9135,Sex Abuse,15,83,,,,delete,
9136,St. Patrick's Day,12,11,,,,delete,
9137,Rockaway Ferry,2,2,,,,delete,
9138,Rockaway,14,7,,,,delete,
91387,food assistance,3,17,,,,delete,
91389,Brian Benjamin,10,5,,,,delete,
9139,Job Fair,50,98,,,,delete,
91395,NYS Senator Shelley B. Mayer,2,4,,,,delete,
91396,Combating COVID-19 and Protecting New Yorkers; Public Health; Mask Mandates,4,169,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
91398,Critical Infrastructure,11,39,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
91399,S7312,1,2,,,,delete,
9140,recycling,68,286,Environment,keyword_match,medium,merge_to_canonical,7036.0
91400,State Technology Law,1,21,Technology Policy,keyword_match,medium,merge_to_canonical,
91402,Onam,4,1,,,,delete,
91404,Hunger Free Campus Act,3,26,Nutrition,keyword_match,medium,merge_to_canonical,7411.0
91405,International Overdose Awareness Day,2,5,,,,delete,
91406,COVID Deaths,1,8,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
91407,Commissioner Zucker,3,3,,,,delete,
91408,Buffalo Bills,8,29,,,,delete,
91409,District 6,1,0,,,,delete,
9141,boy scouts,8,25,,,,delete,
91410,Open Meetings Law,11,32,,,,delete,
91415,Vaccination Cards,5,21,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91416,Falsifying Vaccination Records,6,12,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91417,eviction and foreclosure moratorium,1,9,Housing,keyword_match,medium,merge_to_canonical,7201.0
91418,NYS DEC,1,5,,,,delete,
91419,Jewish Community Council,3,3,,,,delete,
9142,Rockaway Beach,4,4,,,,delete,
91420,HIV/AIDS,2,3,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91421,United States of America,2,24,,,,delete,
91422,Pentagon,1,3,,,,delete,
91429,Cannabis Control Board,7,52,Cannabis Policy,keyword_match,medium,merge_to_canonical,
9143,Boardwalk,2,4,,,,delete,
91430,Office of Cannabis Management,2,30,Cannabis Policy,keyword_match,medium,merge_to_canonical,
91432,Roe v. Wade,21,123,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
91433,Texas Abortion Law,1,13,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
91434,SB8,1,2,,,,delete,
91437,Hurricane Ida,11,3,,,,delete,
91438,Hardworking Men and Women,3,8,,,,delete,
91439,Bank of Greene County,1,1,,,,delete,
9144,street lights,2,9,,,,delete,
91440,Nassau County Police Department,3,4,First Responders,keyword_match,medium,merge_to_canonical,8930.0
91441,license plate readers,9,19,Transportation,keyword_match,medium,merge_to_canonical,7656.0
91442,Safe Center,2,6,,,,delete,
91443,Tropical Storm Ida,2,3,,,,delete,
91446,Civil Air Patrol,2,1,,,,delete,
91447,U.S. Air Force,1,0,,,,delete,
91448,construction grants,1,1,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
91449,Mobile Office Hours,8,2,,,,delete,
9145,School Safety Agents,6,17,Education,keyword_match,medium,merge_to_canonical,7001.0
91450,nys fair,2,7,,,,delete,
91456,ARP funds,2,2,,,,delete,
91458,combating Islamophobia,9,29,,,,delete,
91459,anti-Muslim bias,1,6,,,,delete,
9146,Allergies,11,57,,,,delete,
91463,Construction Aid,2,8,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
91465,Farm Labor Wage Board,4,11,Labor,keyword_match,medium,merge_to_canonical,7286.0
91466,Constitutional Freedoms,8,40,,,,delete,
9147,Medicaid Coverage,4,48,Medicaid,keyword_match,medium,merge_to_canonical,7331.0
91470,2021 Woman of Distinction,4,7,,,,delete,
91471,suicide prevention month,4,1,Mental Health,keyword_match,medium,merge_to_canonical,7346.0
91472,Traumatic Brain Injury,9,8,,,,delete,
91473,TBI Service Delivery,1,1,,,,delete,
91474,Great Lakes Cheese,3,0,,,,delete,
91475,IRC,1,1,,,,delete,
91476,Legislative Maps,2,8,,,,delete,
91477,New Hyde Park,2,0,,,,delete,
91478,Office of Mental Health,1,17,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91479,Protect Jobs,1,3,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
9148,FASNY,5,3,,,,delete,
91480,Disabilities Services,19,42,Disability Rights,keyword_match,medium,merge_to_canonical,75029.0
91481,Quarantine Policy,1,6,,,,delete,
91482,workforce shortage,5,21,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
91483,Mask Mandate,18,158,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
91484,NYS Grown and Certified,1,4,,,,delete,
91485,Fibers,1,1,,,,delete,
91486,Water Wells,1,3,,,,delete,
91487,Town of Warwick,3,1,,,,delete,
91488,Glasco Turnpike,1,0,,,,delete,
91489,Ramapo-Catskill,1,0,,,,delete,
9149,Nurses,18,112,,,,delete,
91494,Acts of Hate,10,47,,,,delete,
91499,DOH Regulations,1,11,,,,delete,
9150,New York State Senate,63,588,,,,delete,
91500,COVID-19 vaccines,2,48,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91501,Woman of Distinction Honoree,4,0,,,,delete,
91506,libraries. library construction,9,20,Libraries,keyword_match,medium,merge_to_canonical,8131.0
91507,Whitey Ford,1,0,,,,delete,
91508,Reapportionment,8,8,,,,delete,
91509,State Constitution,1,7,,,,delete,
9151,Special Prosecutor,1,4,,,,delete,
91510,Pre-k funding,5,8,,,,delete,
91511,League of Conservation Voters,1,3,Environment,keyword_match,medium,merge_to_canonical,7036.0
91512,Less is More Legislation,4,8,,,,delete,
91513,Less is More Act,3,6,,,,delete,
91514,Food relief,1,11,,,,delete,
91515,Small Landlord Support,3,17,,,,delete,
9152,Technology,63,245,Technology Policy,keyword_match,medium,merge_to_canonical,
91520,Erie Embankment Integrity Program (EEIP),1,1,,,,delete,
91523,Virtual Career Fair,1,5,,,,delete,
91525,Masks,9,33,,,,delete,
91526,NYS Liberty Medal; Gold Star Families; Military,2,10,,,,delete,
91527,Fort Totten,2,0,,,,delete,
91528,Lake Erie Grape Belt,1,0,,,,delete,
91529,Concord Grape,1,0,,,,delete,
9153,Homeowners,44,372,Housing,keyword_match,medium,merge_to_canonical,7201.0
91530,NYS DOH,2,12,,,,delete,
91531,Central Business District Tolling Program,3,1,,,,delete,
91532,Correctional Crisis,3,11,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
91533,Protecting Our Environment,2,10,Environment,keyword_match,medium,merge_to_canonical,7036.0
91534,paralympics,1,1,,,,delete,
91539,Elmont School District,2,0,Education,keyword_match,medium,merge_to_canonical,7001.0
9154,Translation Services,9,16,,,,delete,
91540,Charges,1,2,,,,delete,
91543,Frontotemporal Degeneration Awareness Week,1,0,,,,delete,
91544,FTD,1,1,,,,delete,
91546,Nominations,3,3,,,,delete,
91547,Hudson River Valley Ramble,1,1,Environment,keyword_match,medium,merge_to_canonical,7036.0
91548,Land conservation,2,11,Environment,keyword_match,medium,merge_to_canonical,7036.0
91549,eliminate court surcharges and fees,1,6,,,,delete,
9155,Cyber Security,28,174,Data Privacy,keyword_match,medium,merge_to_canonical,75986.0
91550,Language Justice,2,4,,,,delete,
91551,municipal needs,1,6,Local Government,keyword_match,medium,merge_to_canonical,7326.0
91552,OASAS,7,7,,,,delete,
91553,Court of Appeals,42,80,,,,delete,
91554,Commission on Judicial Nominations,9,10,Judiciary,keyword_match,medium,merge_to_canonical,7271.0
91555,Farmworkers; wage board; overtime,8,17,,,,delete,
9156,Cyber Crimes,6,45,,,,delete,
91560,Empire State Trail,1,5,,,,delete,
91566,Kaufman Astoria Studios,1,0,,,,delete,
91567,Film and TV industry,6,10,,,,delete,
91568,Emergency Response Infrastructure,0,3,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
9157,Cyber Terrorism,6,37,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
91570,Adolescents,1,10,,,,delete,
91575,Shirley Chisholm,0,3,,,,delete,
91577,COVID-19 Antibody Testing. Addabbo,1,3,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
9158,Civil Service and Pension,2,55,Civil Service & Pensions,keyword_match,medium,merge_to_canonical,
91581,Executive authority,1,3,,,,delete,
91582,American Airpower Museum,1,2,,,,delete,
91583,Senate District 38,1,0,,,,delete,
91584,Senator Reichlin-Melnick,1,0,,,,delete,
91586,AirTrain,1,5,,,,delete,
91587,LGA AirTrain,3,3,,,,delete,
91588,Port Authority,4,3,,,,delete,
91589,Sound the Alarm,4,4,,,,delete,
9159,Investigations and Government,6,53,Ethics,keyword_match,medium,merge_to_canonical,7051.0
91590,Free Smoke Alarms,5,17,,,,delete,
91599,Child tax credit,22,15,Taxes,keyword_match,medium,merge_to_canonical,7626.0
9160,Construction and Community,3,16,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
91604,Pittsford,2,0,,,,delete,
91605,Pittsford School District,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
91606,Earthen Embankment Integrity Program,1,0,,,,delete,
91608,Hicksville,3,1,,,,delete,
91609,Simone Biles,1,0,,,,delete,
9161,Mayoral Control,23,44,,,,delete,
91610,The Olympic Games,1,0,,,,delete,
91611,#AbortionJustice,4,432,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
